participant.id_in_session,participant.code,trial,opponent,nBlueOn8,firstChoice,botChoice,secondChoice,finalDraw,right,payoff
1,3ub2an9s,69,Algorithm,5,2,2,2,Blue,1,0
1,3ub2an9s,7,Other Player,5,2,1,2,Red,0,0
1,3ub2an9s,70,Algorithm,5,2,4,2,Red,0,0
1,3ub2an9s,71,Algorithm,3,3,2,3,Red,1,0
1,3ub2an9s,72,Other Player,6,2,3,2,Red,0,0
1,3ub2an9s,73,Algorithm,1,4,1,4,Blue,0,0
1,3ub2an9s,74,Other Player,3,3,2,3,Red,1,0
1,3ub2an9s,75,Other Player,7,1,3,1,Red,0,0
1,3ub2an9s,76,Other Player,5,2,2,2,Red,0,0
1,3ub2an9s,77,Algorithm,5,2,1,2,Red,0,0
1,3ub2an9s,78,Other Player,2,3,3,3,Red,1,0
1,3ub2an9s,79,Algorithm,1,4,2,4,Red,1,0
1,3ub2an9s,8,Algorithm,1,4,4,4,Red,1,0
1,3ub2an9s,80,Other Player,5,2,3,2,Red,0,0
1,3ub2an9s,81,Other Player,3,3,3,3,Blue,0,0
1,3ub2an9s,82,Algorithm,7,1,2,1,Red,0,0
1,3ub2an9s,83,Algorithm,5,1,3,1,Blue,1,0
1,3ub2an9s,84,Other Player,6,1,1,1,Red,0,0
1,3ub2an9s,85,Other Player,6,2,4,2,Red,0,0
1,3ub2an9s,86,Other Player,4,2,2,2,Red,0,0
1,3ub2an9s,87,Other Player,4,3,4,3,Red,1,0
1,3ub2an9s,88,Other Player,7,1,2,1,Red,0,0
1,3ub2an9s,89,Other Player,1,4,2,4,Red,1,0
1,3ub2an9s,9,Algorithm,4,2,2,2,Blue,1,0
1,3ub2an9s,90,Algorithm,2,3,4,3,Blue,0,0
1,3ub2an9s,91,Algorithm,6,1,2,1,Blue,1,0
1,3ub2an9s,92,Algorithm,7,1,3,1,Blue,1,0
1,3ub2an9s,93,Other Player,6,2,4,2,Red,0,0
1,3ub2an9s,94,Other Player,1,4,2,4,Red,1,0
1,3ub2an9s,95,Other Player,4,3,3,3,Red,1,0
1,3ub2an9s,96,Other Player,7,1,1,1,Red,0,0
1,3ub2an9s,97,Other Player,2,4,3,4,Blue,0,0
1,3ub2an9s,98,Algorithm,2,4,3,4,Blue,0,0
1,3ub2an9s,99,Algorithm,4,3,2,3,Red,1,0
1,94j1ciy2,1,Other Player,5,2,3,2,Blue,1,0
1,94j1ciy2,10,Other Player,3,3,2,3,Blue,0,0
1,94j1ciy2,100,Algorithm,4,3,2,3,Blue,0,0
1,94j1ciy2,101,Algorithm,5,2,1,2,Red,0,0
1,94j1ciy2,102,Other Player,5,2,3,2,Blue,1,0
1,94j1ciy2,103,Algorithm,7,1,4,1,Red,0,0
1,94j1ciy2,104,Other Player,2,4,4,4,Red,1,0
1,94j1ciy2,105,Other Player,2,4,2,3,Red,1,0
1,94j1ciy2,106,Other Player,7,1,3,2,Blue,1,0
1,94j1ciy2,107,Other Player,2,4,4,4,Blue,0,0
1,94j1ciy2,108,Other Player,7,1,2,1,Blue,1,0
1,94j1ciy2,109,Other Player,2,4,2,3,Blue,0,0
1,94j1ciy2,11,Other Player,1,4,3,4,Red,1,0
1,94j1ciy2,110,Algorithm,3,3,3,3,Red,1,0
1,94j1ciy2,111,Algorithm,1,4,2,3,Blue,0,0
1,94j1ciy2,112,Other Player,5,2,2,2,Red,0,0
1,94j1ciy2,12,Algorithm,6,1,1,1,Blue,1,0
1,94j1ciy2,13,Algorithm,6,1,2,1,Blue,1,0
1,94j1ciy2,14,Algorithm,5,2,2,2,Blue,1,0
1,94j1ciy2,15,Algorithm,1,4,1,4,Red,1,0
1,94j1ciy2,16,Algorithm,5,2,4,2,Blue,1,0
1,94j1ciy2,17,Algorithm,4,3,3,3,Blue,0,0
1,94j1ciy2,18,Algorithm,5,2,1,2,Red,0,0
1,94j1ciy2,19,Algorithm,2,4,1,3,Blue,0,0
1,94j1ciy2,2,Algorithm,2,4,1,3,Blue,0,0
1,94j1ciy2,20,Algorithm,6,1,2,1,Red,0,0
1,94j1ciy2,21,Other Player,1,4,2,3,Blue,0,0
1,94j1ciy2,22,Algorithm,3,3,3,3,Red,1,0
1,94j1ciy2,23,Algorithm,7,1,3,2,Blue,1,0
1,94j1ciy2,24,Other Player,5,2,4,2,Blue,1,0
1,94j1ciy2,25,Algorithm,3,3,4,3,Red,1,0
1,94j1ciy2,26,Other Player,3,3,3,3,Red,1,0
1,94j1ciy2,27,Other Player,5,2,1,2,Blue,1,0
1,94j1ciy2,28,Algorithm,7,1,4,2,Red,0,0
1,94j1ciy2,29,Algorithm,6,1,1,1,Red,0,0
1,94j1ciy2,3,Other Player,2,4,1,3,Red,1,0
1,94j1ciy2,30,Algorithm,2,4,2,4,Blue,0,0
1,94j1ciy2,31,Other Player,7,1,1,1,Red,0,0
1,94j1ciy2,32,Other Player,3,3,4,3,Red,1,0
1,94j1ciy2,33,Other Player,6,1,1,1,Blue,1,0
1,94j1ciy2,34,Other Player,3,3,1,3,Blue,0,0
1,94j1ciy2,35,Other Player,6,1,4,2,Red,0,0
1,94j1ciy2,36,Other Player,1,4,3,4,Red,1,0
1,94j1ciy2,37,Algorithm,5,2,3,2,Blue,1,0
1,94j1ciy2,38,Algorithm,1,4,3,4,Blue,0,0
1,94j1ciy2,39,Other Player,1,4,2,4,Blue,0,0
1,94j1ciy2,4,Other Player,7,1,4,2,Red,0,0
1,94j1ciy2,40,Other Player,4,2,4,3,Red,1,0
1,94j1ciy2,41,Algorithm,4,3,2,3,Blue,0,0
1,94j1ciy2,42,Algorithm,2,4,3,4,Blue,0,0
1,94j1ciy2,43,Other Player,6,1,1,1,Red,0,0
1,94j1ciy2,44,Other Player,4,2,2,2,Blue,1,0
1,94j1ciy2,45,Other Player,6,1,2,1,Blue,1,0
1,94j1ciy2,46,Other Player,3,3,4,3,Red,1,0
1,94j1ciy2,47,Algorithm,4,3,4,3,Red,1,0
1,94j1ciy2,48,Other Player,5,2,4,2,Blue,1,0
1,94j1ciy2,49,Algorithm,3,3,1,2,Blue,1,0
1,94j1ciy2,5,Other Player,3,3,3,3,Red,1,0
1,94j1ciy2,50,Algorithm,3,3,2,3,Red,1,0
1,94j1ciy2,51,Other Player,4,2,4,3,Blue,0,0
1,94j1ciy2,52,Other Player,7,1,4,2,Blue,1,0
1,94j1ciy2,53,Algorithm,2,4,3,4,Blue,0,0
1,94j1ciy2,54,Other Player,1,4,4,4,Blue,0,0
1,94j1ciy2,55,Other Player,6,1,3,2,Red,0,0
1,94j1ciy2,56,Algorithm,7,1,3,1,Red,0,0
1,94j1ciy2,57,Other Player,7,1,2,1,Blue,1,0
1,94j1ciy2,58,Algorithm,6,1,4,1,Blue,1,0
1,94j1ciy2,59,Other Player,4,2,1,2,Blue,1,0
1,94j1ciy2,6,Algorithm,7,1,1,1,Blue,1,0
1,94j1ciy2,60,Other Player,7,1,3,1,Blue,1,0
1,94j1ciy2,61,Other Player,4,3,3,3,Blue,0,0
1,94j1ciy2,62,Algorithm,4,2,1,2,Blue,1,0
1,94j1ciy2,63,Algorithm,6,1,4,1,Blue,1,0
1,94j1ciy2,64,Algorithm,4,3,4,3,Blue,0,0
1,94j1ciy2,65,Algorithm,7,1,1,1,Blue,1,0
1,94j1ciy2,66,Other Player,2,4,3,4,Red,1,0
1,94j1ciy2,67,Algorithm,1,4,4,4,Blue,0,0
1,94j1ciy2,68,Other Player,5,2,1,2,Blue,1,0
1,94j1ciy2,69,Algorithm,1,4,2,4,Red,1,0
1,94j1ciy2,7,Algorithm,2,4,4,4,Blue,0,0
1,94j1ciy2,70,Algorithm,3,3,2,3,Blue,0,0
1,94j1ciy2,71,Algorithm,5,2,2,2,Red,0,0
1,94j1ciy2,72,Other Player,1,4,4,4,Blue,0,0
1,94j1ciy2,73,Other Player,4,2,3,2,Red,0,0
1,94j1ciy2,74,Other Player,2,4,1,4,Blue,0,0
1,94j1ciy2,75,Other Player,6,1,3,1,Red,0,0
1,94j1ciy2,76,Other Player,6,1,2,1,Red,0,0
1,94j1ciy2,77,Other Player,4,3,2,3,Blue,0,0
1,94j1ciy2,78,Other Player,1,4,1,4,Red,1,0
1,94j1ciy2,79,Other Player,7,1,1,1,Red,0,0
1,94j1ciy2,8,Algorithm,3,3,4,3,Red,1,0
1,94j1ciy2,80,Algorithm,4,2,3,2,Red,0,0
1,94j1ciy2,81,Algorithm,2,4,2,4,Red,1,0
1,94j1ciy2,82,Other Player,6,1,4,1,Red,0,0
1,94j1ciy2,83,Algorithm,4,3,1,3,Blue,0,0
1,94j1ciy2,84,Algorithm,1,4,3,4,Red,1,0
1,94j1ciy2,85,Other Player,3,3,2,3,Blue,0,0
1,94j1ciy2,86,Other Player,5,2,2,2,Red,0,0
1,94j1ciy2,87,Algorithm,1,4,4,4,Red,1,0
1,94j1ciy2,88,Algorithm,1,4,1,4,Red,1,0
1,94j1ciy2,89,Algorithm,5,2,3,2,Blue,1,0
1,94j1ciy2,9,Algorithm,6,1,3,2,Blue,1,0
1,94j1ciy2,90,Algorithm,7,1,2,1,Red,0,0
1,94j1ciy2,91,Other Player,3,3,1,3,Blue,0,0
1,94j1ciy2,92,Other Player,2,4,3,4,Blue,0,0
1,94j1ciy2,93,Algorithm,3,3,1,3,Blue,0,0
1,94j1ciy2,94,Algorithm,7,1,2,1,Blue,1,0
1,94j1ciy2,95,Algorithm,2,4,4,4,Blue,0,0
1,94j1ciy2,96,Algorithm,5,2,4,2,Blue,1,0
1,94j1ciy2,97,Other Player,1,4,1,4,Red,1,0
1,94j1ciy2,98,Other Player,4,2,1,2,Red,0,0
1,94j1ciy2,99,Algorithm,6,1,3,1,Red,0,0
1,9lpn5lx2,1,Other Player,5,3,1,2,Red,0,0
1,9lpn5lx2,10,Other Player,7,4,4,4,Red,1,0
1,9lpn5lx2,100,Other Player,1,1,1,1,Blue,1,0
1,9lpn5lx2,101,Algorithm,3,1,3,1,Blue,1,0
1,9lpn5lx2,102,Algorithm,2,1,2,2,Blue,1,0
1,9lpn5lx2,103,Algorithm,5,4,3,4,Red,1,0
1,9lpn5lx2,104,Algorithm,1,1,4,1,Blue,1,0
1,9lpn5lx2,105,Algorithm,6,4,1,4,Blue,0,0
1,9lpn5lx2,106,Other Player,3,1,4,1,Blue,1,0
1,9lpn5lx2,107,Algorithm,4,1,4,2,Blue,1,0
1,9lpn5lx2,108,Other Player,4,4,3,4,Red,1,0
1,9lpn5lx2,109,Other Player,2,1,3,1,Blue,1,0
1,9lpn5lx2,11,Algorithm,4,4,2,2,Red,0,0
1,9lpn5lx2,110,Algorithm,1,1,1,1,Red,0,0
1,9lpn5lx2,111,Other Player,3,1,1,1,Red,0,0
1,9lpn5lx2,112,Algorithm,2,1,4,2,Blue,1,0
1,9lpn5lx2,12,Algorithm,6,4,1,4,Red,1,0
1,9lpn5lx2,13,Algorithm,5,4,3,4,Red,1,0
1,9lpn5lx2,14,Other Player,5,3,1,2,Blue,1,0
1,9lpn5lx2,15,Other Player,4,2,1,2,Red,0,0
1,9lpn5lx2,16,Other Player,3,1,4,1,Red,0,0
1,9lpn5lx2,17,Algorithm,7,4,4,4,Red,1,0
1,9lpn5lx2,18,Other Player,4,2,4,2,Red,0,0
1,9lpn5lx2,19,Other Player,2,1,4,3,Red,1,0
1,9lpn5lx2,2,Other Player,1,1,2,1,Red,0,0
1,9lpn5lx2,20,Algorithm,2,1,4,4,Red,1,0
1,9lpn5lx2,21,Algorithm,4,4,2,2,Blue,1,0
1,9lpn5lx2,22,Algorithm,3,4,2,1,Red,0,0
1,9lpn5lx2,23,Other Player,6,3,4,3,Blue,0,0
1,9lpn5lx2,24,Algorithm,3,2,3,3,Red,1,0
1,9lpn5lx2,25,Other Player,5,4,2,4,Red,1,0
1,9lpn5lx2,26,Other Player,5,4,4,4,Red,1,0
1,9lpn5lx2,27,Other Player,3,1,3,3,Red,1,0
1,9lpn5lx2,28,Algorithm,2,1,2,2,Red,0,0
1,9lpn5lx2,29,Other Player,4,3,1,1,Red,0,0
1,9lpn5lx2,3,Other Player,7,4,2,4,Blue,0,0
1,9lpn5lx2,30,Other Player,1,1,4,3,Red,1,0
1,9lpn5lx2,31,Algorithm,7,4,2,1,Blue,1,0
1,9lpn5lx2,32,Algorithm,2,1,1,1,Red,0,0
1,9lpn5lx2,33,Algorithm,7,4,3,4,Blue,0,0
1,9lpn5lx2,34,Other Player,7,4,3,3,Red,1,0
1,9lpn5lx2,35,Algorithm,1,2,3,3,Red,1,0
1,9lpn5lx2,36,Algorithm,5,4,2,4,Blue,0,0
1,9lpn5lx2,37,Other Player,5,4,4,4,Red,1,0
1,9lpn5lx2,38,Algorithm,6,3,4,4,Red,1,0
1,9lpn5lx2,39,Other Player,7,4,1,4,Red,1,0
1,9lpn5lx2,4,Other Player,3,2,2,2,Red,0,0
1,9lpn5lx2,40,Algorithm,7,1,2,1,Blue,1,0
1,9lpn5lx2,41,Other Player,6,2,2,2,Red,0,0
1,9lpn5lx2,42,Other Player,2,3,4,3,Red,1,0
1,9lpn5lx2,43,Other Player,2,2,1,2,Blue,1,0
1,9lpn5lx2,44,Algorithm,1,3,1,1,Red,0,0
1,9lpn5lx2,45,Other Player,7,4,1,4,Blue,0,0
1,9lpn5lx2,46,Other Player,1,1,3,1,Red,0,0
1,9lpn5lx2,47,Other Player,4,3,4,3,Red,1,0
1,9lpn5lx2,48,Algorithm,5,1,1,1,Blue,1,0
1,9lpn5lx2,49,Algorithm,5,4,4,4,Red,1,0
1,9lpn5lx2,5,Other Player,6,4,3,4,Red,1,0
1,9lpn5lx2,50,Algorithm,4,1,4,4,Red,1,0
1,9lpn5lx2,51,Algorithm,2,1,3,3,Blue,0,0
1,9lpn5lx2,52,Algorithm,3,1,1,1,Red,0,0
1,9lpn5lx2,53,Other Player,6,3,1,3,Red,1,0
1,9lpn5lx2,54,Other Player,3,2,2,2,Red,0,0
1,9lpn5lx2,55,Other Player,3,1,1,1,Red,0,0
1,9lpn5lx2,56,Algorithm,1,1,2,1,Red,0,0
1,9lpn5lx2,57,Algorithm,3,1,1,1,Red,0,0
1,9lpn5lx2,58,Other Player,7,3,4,3,Blue,0,0
1,9lpn5lx2,59,Algorithm,3,2,2,2,Red,0,0
1,9lpn5lx2,6,Other Player,1,1,1,1,Red,0,0
1,9lpn5lx2,60,Other Player,1,1,3,1,Blue,1,0
1,9lpn5lx2,61,Algorithm,5,3,1,3,Red,1,0
1,9lpn5lx2,62,Algorithm,7,3,4,3,Red,1,0
1,9lpn5lx2,63,Other Player,5,4,2,4,Red,1,0
1,9lpn5lx2,64,Algorithm,6,2,3,3,Red,1,0
1,9lpn5lx2,65,Other Player,7,4,2,4,Blue,0,0
1,9lpn5lx2,66,Algorithm,4,1,1,1,Red,0,0
1,9lpn5lx2,67,Algorithm,7,4,3,4,Red,1,0
1,9lpn5lx2,68,Other Player,6,4,4,4,Red,1,0
1,9lpn5lx2,69,Other Player,3,1,3,3,Red,1,0
1,9lpn5lx2,7,Algorithm,6,3,3,3,Red,1,0
1,9lpn5lx2,70,Algorithm,1,1,2,1,Blue,1,0
1,9lpn5lx2,71,Algorithm,1,2,4,3,Red,1,0
1,9lpn5lx2,72,Algorithm,4,1,3,3,Blue,0,0
1,9lpn5lx2,73,Algorithm,6,3,2,3,Red,1,0
1,9lpn5lx2,74,Algorithm,3,1,4,3,Red,1,0
1,9lpn5lx2,75,Algorithm,7,1,1,1,Blue,1,0
1,9lpn5lx2,76,Other Player,2,1,2,1,Blue,1,0
1,9lpn5lx2,77,Other Player,2,3,2,3,Blue,0,0
1,9lpn5lx2,78,Other Player,6,2,1,4,Blue,0,0
1,9lpn5lx2,79,Other Player,5,1,3,1,Blue,1,0
1,9lpn5lx2,8,Other Player,4,3,2,3,Blue,0,0
1,9lpn5lx2,80,Algorithm,2,1,1,1,Red,0,0
1,9lpn5lx2,81,Algorithm,6,4,2,4,Blue,0,0
1,9lpn5lx2,82,Other Player,4,1,3,3,Red,1,0
1,9lpn5lx2,83,Other Player,5,1,3,3,Red,1,0
1,9lpn5lx2,84,Algorithm,6,4,4,4,Red,1,0
1,9lpn5lx2,85,Algorithm,4,1,1,1,Red,0,0
1,9lpn5lx2,86,Algorithm,3,1,4,1,Red,0,0
1,9lpn5lx2,87,Algorithm,2,1,3,1,Blue,1,0
1,9lpn5lx2,88,Other Player,4,3,2,3,Blue,0,0
1,9lpn5lx2,89,Algorithm,5,4,4,4,Blue,0,0
1,9lpn5lx2,9,Algorithm,7,4,1,4,Red,1,0
1,9lpn5lx2,90,Algorithm,4,1,3,4,Blue,0,0
1,9lpn5lx2,91,Other Player,2,1,3,3,Red,1,0
1,9lpn5lx2,92,Other Player,6,1,3,3,Red,1,0
1,9lpn5lx2,93,Other Player,1,1,2,1,Blue,1,0
1,9lpn5lx2,94,Other Player,6,4,2,4,Red,1,0
1,9lpn5lx2,95,Algorithm,1,1,3,2,Blue,1,0
1,9lpn5lx2,96,Other Player,2,1,1,1,Blue,1,0
1,9lpn5lx2,97,Other Player,7,4,3,4,Red,1,0
1,9lpn5lx2,98,Other Player,1,1,4,2,Blue,1,0
1,9lpn5lx2,99,Algorithm,5,4,2,4,Blue,0,0
1,dp5dptqn,1,Other Player,6,1,1,1,Blue,1,0
1,dp5dptqn,10,Algorithm,1,4,4,4,Red,1,0
1,dp5dptqn,100,Other Player,1,4,4,4,Blue,0,0
1,dp5dptqn,101,Algorithm,1,4,1,4,Red,1,0
1,dp5dptqn,102,Other Player,1,4,2,4,Red,1,0
1,dp5dptqn,103,Algorithm,1,4,4,4,Red,1,0
1,dp5dptqn,104,Other Player,6,2,4,2,Blue,1,0
1,dp5dptqn,105,Algorithm,7,1,3,1,Red,0,0
1,dp5dptqn,106,Other Player,7,1,3,1,Blue,1,0
1,dp5dptqn,107,Other Player,1,4,1,4,Red,1,0
1,dp5dptqn,108,Algorithm,3,2,3,2,Blue,1,0
1,dp5dptqn,109,Algorithm,7,1,3,1,Red,0,0
1,dp5dptqn,11,Algorithm,5,1,3,1,Red,0,0
1,dp5dptqn,110,Algorithm,6,2,1,2,Blue,1,0
1,dp5dptqn,111,Algorithm,4,3,1,3,Red,1,0
1,dp5dptqn,112,Other Player,4,2,4,2,Red,0,0
1,dp5dptqn,12,Algorithm,3,3,2,3,Blue,0,0
1,dp5dptqn,13,Algorithm,4,3,4,3,Red,1,0
1,dp5dptqn,14,Algorithm,5,2,3,2,Red,0,0
1,dp5dptqn,15,Algorithm,3,2,1,2,Blue,1,0
1,dp5dptqn,16,Other Player,5,3,4,3,Blue,0,0
1,dp5dptqn,17,Other Player,1,1,3,1,Blue,1,0
1,dp5dptqn,18,Algorithm,6,3,2,3,Red,1,0
1,dp5dptqn,19,Algorithm,6,2,3,2,Blue,1,0
1,dp5dptqn,2,Algorithm,4,3,1,3,Blue,0,0
1,dp5dptqn,20,Algorithm,4,2,3,2,Blue,1,0
1,dp5dptqn,21,Other Player,7,4,1,4,Red,1,0
1,dp5dptqn,22,Other Player,2,3,1,3,Blue,0,0
1,dp5dptqn,23,Other Player,5,2,4,2,Red,0,0
1,dp5dptqn,24,Other Player,7,1,2,1,Blue,1,0
1,dp5dptqn,25,Algorithm,4,3,4,3,Red,1,0
1,dp5dptqn,26,Algorithm,2,3,2,3,Red,1,0
1,dp5dptqn,27,Algorithm,2,1,4,1,Red,0,0
1,dp5dptqn,28,Other Player,7,1,3,1,Blue,1,0
1,dp5dptqn,29,Other Player,3,2,4,2,Red,0,0
1,dp5dptqn,3,Other Player,3,3,4,3,Blue,0,0
1,dp5dptqn,30,Algorithm,6,1,3,1,Blue,1,0
1,dp5dptqn,31,Other Player,1,4,3,4,Red,1,0
1,dp5dptqn,32,Algorithm,5,3,2,3,Red,1,0
1,dp5dptqn,33,Algorithm,6,2,2,2,Blue,1,0
1,dp5dptqn,34,Other Player,7,1,1,1,Red,0,0
1,dp5dptqn,35,Algorithm,7,1,1,1,Red,0,0
1,dp5dptqn,36,Algorithm,5,2,1,2,Red,0,0
1,dp5dptqn,37,Algorithm,7,1,2,1,Red,0,0
1,dp5dptqn,38,Other Player,4,3,2,3,Blue,0,0
1,dp5dptqn,39,Other Player,2,3,2,3,Red,1,0
1,dp5dptqn,4,Other Player,5,1,1,1,Red,0,0
1,dp5dptqn,40,Algorithm,2,3,1,3,Red,1,0
1,dp5dptqn,41,Algorithm,1,4,1,4,Red,1,0
1,dp5dptqn,42,Algorithm,1,4,2,4,Red,1,0
1,dp5dptqn,43,Other Player,4,2,4,2,Red,0,0
1,dp5dptqn,44,Other Player,3,2,1,2,Red,0,0
1,dp5dptqn,45,Other Player,3,2,3,2,Blue,1,0
1,dp5dptqn,46,Other Player,6,2,2,2,Blue,1,0
1,dp5dptqn,47,Algorithm,3,3,3,3,Red,1,0
1,dp5dptqn,48,Other Player,3,3,1,3,Blue,0,0
1,dp5dptqn,49,Other Player,6,1,1,1,Red,0,0
1,dp5dptqn,5,Other Player,3,4,2,4,Red,1,0
1,dp5dptqn,50,Other Player,2,4,4,4,Blue,0,0
1,dp5dptqn,51,Other Player,5,2,2,2,Red,0,0
1,dp5dptqn,52,Other Player,1,4,2,4,Blue,0,0
1,dp5dptqn,53,Algorithm,7,1,4,1,Red,0,0
1,dp5dptqn,54,Algorithm,6,2,4,2,Red,0,0
1,dp5dptqn,55,Other Player,2,2,1,2,Red,0,0
1,dp5dptqn,56,Algorithm,1,4,3,4,Blue,0,0
1,dp5dptqn,57,Other Player,2,3,3,3,Blue,0,0
1,dp5dptqn,58,Algorithm,5,2,1,2,Red,0,0
1,dp5dptqn,59,Other Player,5,2,1,2,Red,0,0
1,dp5dptqn,6,Other Player,4,3,1,3,Blue,0,0
1,dp5dptqn,60,Algorithm,3,3,1,3,Blue,0,0
1,dp5dptqn,61,Other Player,2,4,4,4,Red,1,0
1,dp5dptqn,62,Algorithm,3,4,4,4,Red,1,0
1,dp5dptqn,63,Other Player,1,4,4,4,Blue,0,0
1,dp5dptqn,64,Other Player,7,1,2,1,Red,0,0
1,dp5dptqn,65,Algorithm,3,2,4,2,Blue,1,0
1,dp5dptqn,66,Other Player,6,2,3,2,Red,0,0
1,dp5dptqn,67,Algorithm,5,1,4,1,Blue,1,0
1,dp5dptqn,68,Algorithm,2,3,3,3,Blue,0,0
1,dp5dptqn,69,Other Player,7,1,4,1,Red,0,0
1,dp5dptqn,7,Other Player,1,4,1,4,Red,1,0
1,dp5dptqn,70,Algorithm,6,2,4,2,Red,0,0
1,dp5dptqn,71,Other Player,3,2,2,2,Blue,1,0
